,population size,function evaluations,bitflip probability,cross probability,fitness,execution
129,100,1000,0.01,0.95,84.0,9
130,100,1000,0.01,0.95,83.0,10
131,100,1000,0.01,0.95,85.0,11
132,100,1000,0.01,0.95,87.0,12
133,100,1000,0.01,0.95,83.0,13
134,100,1000,0.01,0.95,85.0,14
135,100,1000,0.01,0.95,86.0,15
136,100,1000,0.01,0.95,84.0,16
137,100,1000,0.01,0.95,84.0,17
138,100,1000,0.01,0.95,85.0,18
139,100,1000,0.01,0.95,85.0,19
140,100,1000,0.01,0.95,85.0,20
141,100,1000,0.01,0.95,86.0,21
142,100,1000,0.01,0.95,88.0,22
143,100,1000,0.01,0.95,81.0,23
144,100,1000,0.01,0.95,87.0,24
145,100,1000,0.01,0.95,84.0,25
146,100,1000,0.01,0.95,82.0,26
147,100,1000,0.01,0.95,85.0,27
148,100,1000,0.01,0.95,81.0,28
149,100,1000,0.01,0.95,87.0,29
150,100,1000,0.005,0.6,82.0,0
151,100,1000,0.005,0.6,86.0,1
152,100,1000,0.005,0.6,79.0,2
153,100,1000,0.005,0.6,80.0,3
154,100,1000,0.005,0.6,81.0,4
155,100,1000,0.005,0.6,80.0,5
156,100,1000,0.005,0.6,78.0,6
157,100,1000,0.005,0.6,81.0,7
158,100,1000,0.005,0.6,81.0,8
159,100,1000,0.005,0.6,84.0,9
160,100,1000,0.005,0.6,83.0,10
161,100,1000,0.005,0.6,82.0,11
162,100,1000,0.005,0.6,81.0,12
163,100,1000,0.005,0.6,86.0,13
164,100,1000,0.005,0.6,80.0,14
165,100,1000,0.005,0.6,82.0,15
166,100,1000,0.005,0.6,83.0,16
167,100,1000,0.005,0.6,82.0,17
168,100,1000,0.005,0.6,79.0,18
169,100,1000,0.005,0.6,79.0,19
170,100,1000,0.005,0.6,82.0,20
171,100,1000,0.005,0.6,86.0,21
172,100,1000,0.005,0.6,83.0,22
173,100,1000,0.005,0.6,78.0,23
174,100,1000,0.005,0.6,83.0,24
175,100,1000,0.005,0.6,79.0,25
176,100,1000,0.005,0.6,81.0,26
177,100,1000,0.005,0.6,81.0,27
178,100,1000,0.005,0.6,79.0,28
179,100,1000,0.005,0.6,85.0,29
180,100,1000,0.005,0.7,88.0,0
181,100,1000,0.005,0.7,84.0,1
182,100,1000,0.005,0.7,82.0,2
183,100,1000,0.005,0.7,85.0,3
184,100,1000,0.005,0.7,80.0,4
185,100,1000,0.005,0.7,80.0,5
186,100,1000,0.005,0.7,81.0,6
187,100,1000,0.005,0.7,85.0,7
188,100,1000,0.005,0.7,82.0,8
189,100,1000,0.005,0.7,83.0,9
190,100,1000,0.005,0.7,81.0,10
191,100,1000,0.005,0.7,81.0,11
192,100,1000,0.005,0.7,82.0,12
193,100,1000,0.005,0.7,81.0,13
194,100,1000,0.005,0.7,84.0,14
195,100,1000,0.005,0.7,83.0,15
196,100,1000,0.005,0.7,82.0,16
197,100,1000,0.005,0.7,80.0,17
198,100,1000,0.005,0.7,83.0,18
199,100,1000,0.005,0.7,88.0,19
200,100,1000,0.005,0.7,84.0,20
201,100,1000,0.005,0.7,81.0,21
202,100,1000,0.005,0.7,81.0,22
203,100,1000,0.005,0.7,79.0,23
204,100,1000,0.005,0.7,80.0,24
205,100,1000,0.005,0.7,81.0,25
206,100,1000,0.005,0.7,84.0,26
207,100,1000,0.005,0.7,80.0,27
208,100,1000,0.005,0.7,85.0,28
209,100,1000,0.005,0.7,82.0,29
210,100,1000,0.005,0.8,86.0,0
211,100,1000,0.005,0.8,83.0,1
212,100,1000,0.005,0.8,82.0,2
213,100,1000,0.005,0.8,86.0,3
214,100,1000,0.005,0.8,82.0,4
215,100,1000,0.005,0.8,84.0,5
216,100,1000,0.005,0.8,83.0,6
217,100,1000,0.005,0.8,80.0,7
218,100,1000,0.005,0.8,81.0,8
219,100,1000,0.005,0.8,82.0,9
220,100,1000,0.005,0.8,85.0,10
221,100,1000,0.005,0.8,84.0,11
222,100,1000,0.005,0.8,86.0,12
223,100,1000,0.005,0.8,85.0,13
224,100,1000,0.005,0.8,87.0,14
225,100,1000,0.005,0.8,81.0,15
226,100,1000,0.005,0.8,82.0,16
227,100,1000,0.005,0.8,82.0,17
228,100,1000,0.005,0.8,83.0,18
229,100,1000,0.005,0.8,79.0,19
230,100,1000,0.005,0.8,84.0,20
231,100,1000,0.005,0.8,81.0,21
232,100,1000,0.005,0.8,84.0,22
233,100,1000,0.005,0.8,82.0,23
234,100,1000,0.005,0.8,85.0,24
235,100,1000,0.005,0.8,82.0,25
236,100,1000,0.005,0.8,83.0,26
237,100,1000,0.005,0.8,83.0,27
238,100,1000,0.005,0.8,81.0,28
239,100,1000,0.005,0.8,83.0,29
240,100,1000,0.005,0.9,85.0,0
241,100,1000,0.005,0.9,86.0,1
242,100,1000,0.005,0.9,86.0,2
243,100,1000,0.005,0.9,86.0,3
244,100,1000,0.005,0.9,83.0,4
245,100,1000,0.005,0.9,89.0,5
246,100,1000,0.005,0.9,83.0,6
247,100,1000,0.005,0.9,80.0,7
248,100,1000,0.005,0.9,84.0,8
249,100,1000,0.005,0.9,82.0,9
250,100,1000,0.005,0.9,86.0,10
251,100,1000,0.005,0.9,84.0,11
252,100,1000,0.005,0.9,84.0,12
253,100,1000,0.005,0.9,85.0,13
254,100,1000,0.005,0.9,86.0,14
255,100,1000,0.005,0.9,84.0,15
256,100,1000,0.005,0.9,83.0,16
257,100,1000,0.005,0.9,86.0,17
258,100,1000,0.005,0.9,85.0,18
259,100,1000,0.005,0.9,85.0,19
260,100,1000,0.005,0.9,87.0,20
261,100,1000,0.005,0.9,85.0,21
262,100,1000,0.005,0.9,84.0,22
263,100,1000,0.005,0.9,87.0,23
264,100,1000,0.005,0.9,85.0,24
265,100,1000,0.005,0.9,82.0,25
266,100,1000,0.005,0.9,84.0,26
267,100,1000,0.005,0.9,88.0,27
268,100,1000,0.005,0.9,83.0,28
269,100,1000,0.005,0.9,85.0,29
270,100,1000,0.005,0.95,85.0,0
271,100,1000,0.005,0.95,86.0,1
272,100,1000,0.005,0.95,84.0,2
273,100,1000,0.005,0.95,86.0,3
274,100,1000,0.005,0.95,86.0,4
275,100,1000,0.005,0.95,86.0,5
276,100,1000,0.005,0.95,85.0,6
277,100,1000,0.005,0.95,83.0,7
278,100,1000,0.005,0.95,86.0,8
279,100,1000,0.005,0.95,84.0,9
280,100,1000,0.005,0.95,83.0,10
281,100,1000,0.005,0.95,85.0,11
282,100,1000,0.005,0.95,85.0,12
283,100,1000,0.005,0.95,85.0,13
284,100,1000,0.005,0.95,85.0,14
285,100,1000,0.005,0.95,84.0,15
286,100,1000,0.005,0.95,87.0,16
287,100,1000,0.005,0.95,92.0,17
288,100,1000,0.005,0.95,83.0,18
289,100,1000,0.005,0.95,87.0,19
290,100,1000,0.005,0.95,84.0,20
291,100,1000,0.005,0.95,85.0,21
292,100,1000,0.005,0.95,83.0,22
293,100,1000,0.005,0.95,85.0,23
294,100,1000,0.005,0.95,85.0,24
295,100,1000,0.005,0.95,89.0,25
296,100,1000,0.005,0.95,86.0,26
297,100,1000,0.005,0.95,85.0,27
298,100,1000,0.005,0.95,82.0,28
299,100,1000,0.005,0.95,78.0,29
300,100,1000,0.001,0.6,80.0,0
301,100,1000,0.001,0.6,78.0,1
302,100,1000,0.001,0.6,79.0,2
303,100,1000,0.001,0.6,79.0,3
304,100,1000,0.001,0.6,77.0,4
305,100,1000,0.001,0.6,81.0,5
306,100,1000,0.001,0.6,76.0,6
307,100,1000,0.001,0.6,76.0,7
308,100,1000,0.001,0.6,79.0,8
309,100,1000,0.001,0.6,75.0,9
310,100,1000,0.001,0.6,78.0,10
311,100,1000,0.001,0.6,78.0,11
312,100,1000,0.001,0.6,77.0,12
313,100,1000,0.001,0.6,78.0,13
314,100,1000,0.001,0.6,78.0,14
315,100,1000,0.001,0.6,79.0,15
316,100,1000,0.001,0.6,80.0,16
317,100,1000,0.001,0.6,76.0,17
318,100,1000,0.001,0.6,78.0,18
319,100,1000,0.001,0.6,82.0,19
320,100,1000,0.001,0.6,80.0,20
321,100,1000,0.001,0.6,82.0,21
322,100,1000,0.001,0.6,76.0,22
323,100,1000,0.001,0.6,76.0,23
324,100,1000,0.001,0.6,78.0,24
325,100,1000,0.001,0.6,80.0,25
326,100,1000,0.001,0.6,78.0,26
327,100,1000,0.001,0.6,80.0,27
328,100,1000,0.001,0.6,81.0,28
329,100,1000,0.001,0.6,79.0,29
330,100,1000,0.001,0.7,85.0,0
331,100,1000,0.001,0.7,76.0,1
332,100,1000,0.001,0.7,79.0,2
333,100,1000,0.001,0.7,82.0,3
334,100,1000,0.001,0.7,82.0,4
335,100,1000,0.001,0.7,81.0,5
336,100,1000,0.001,0.7,79.0,6
337,100,1000,0.001,0.7,83.0,7
338,100,1000,0.001,0.7,82.0,8
339,100,1000,0.001,0.7,80.0,9
340,100,1000,0.001,0.7,80.0,10
341,100,1000,0.001,0.7,83.0,11
342,100,1000,0.001,0.7,81.0,12
343,100,1000,0.001,0.7,77.0,13
344,100,1000,0.001,0.7,79.0,14
345,100,1000,0.001,0.7,79.0,15
346,100,1000,0.001,0.7,80.0,16
347,100,1000,0.001,0.7,77.0,17
348,100,1000,0.001,0.7,77.0,18
349,100,1000,0.001,0.7,83.0,19
350,100,1000,0.001,0.7,79.0,20
351,100,1000,0.001,0.7,79.0,21
352,100,1000,0.001,0.7,78.0,22
353,100,1000,0.001,0.7,82.0,23
354,100,1000,0.001,0.7,80.0,24
355,100,1000,0.001,0.7,83.0,25
356,100,1000,0.001,0.7,80.0,26
357,100,1000,0.001,0.7,78.0,27
358,100,1000,0.001,0.7,81.0,28
359,100,1000,0.001,0.7,83.0,29
360,100,1000,0.001,0.8,79.0,0
361,100,1000,0.001,0.8,82.0,1
362,100,1000,0.001,0.8,81.0,2
363,100,1000,0.001,0.8,80.0,3
364,100,1000,0.001,0.8,81.0,4
365,100,1000,0.001,0.8,81.0,5
366,100,1000,0.001,0.8,80.0,6
367,100,1000,0.001,0.8,79.0,7
368,100,1000,0.001,0.8,78.0,8
369,100,1000,0.001,0.8,81.0,9
370,100,1000,0.001,0.8,82.0,10
371,100,1000,0.001,0.8,82.0,11
372,100,1000,0.001,0.8,82.0,12
373,100,1000,0.001,0.8,77.0,13
374,100,1000,0.001,0.8,86.0,14
375,100,1000,0.001,0.8,82.0,15
376,100,1000,0.001,0.8,85.0,16
377,100,1000,0.001,0.8,85.0,17
378,100,1000,0.001,0.8,84.0,18
379,100,1000,0.001,0.8,81.0,19
380,100,1000,0.001,0.8,82.0,20
381,100,1000,0.001,0.8,81.0,21
382,100,1000,0.001,0.8,77.0,22
383,100,1000,0.001,0.8,85.0,23
384,100,1000,0.001,0.8,79.0,24
385,100,1000,0.001,0.8,83.0,25
386,100,1000,0.001,0.8,81.0,26
387,100,1000,0.001,0.8,79.0,27
388,100,1000,0.001,0.8,84.0,28
389,100,1000,0.001,0.8,81.0,29
390,100,1000,0.001,0.9,84.0,0
391,100,1000,0.001,0.9,82.0,1
392,100,1000,0.001,0.9,85.0,2
393,100,1000,0.001,0.9,85.0,3
394,100,1000,0.001,0.9,81.0,4
395,100,1000,0.001,0.9,81.0,5
396,100,1000,0.001,0.9,79.0,6
397,100,1000,0.001,0.9,83.0,7
398,100,1000,0.001,0.9,82.0,8
399,100,1000,0.001,0.9,84.0,9
400,100,1000,0.001,0.9,83.0,10
401,100,1000,0.001,0.9,83.0,11
402,100,1000,0.001,0.9,84.0,12
403,100,1000,0.001,0.9,84.0,13
404,100,1000,0.001,0.9,81.0,14
405,100,1000,0.001,0.9,85.0,15
406,100,1000,0.001,0.9,80.0,16
407,100,1000,0.001,0.9,83.0,17
408,100,1000,0.001,0.9,80.0,18
409,100,1000,0.001,0.9,83.0,19
410,100,1000,0.001,0.9,79.0,20
411,100,1000,0.001,0.9,78.0,21
412,100,1000,0.001,0.9,83.0,22
413,100,1000,0.001,0.9,84.0,23
414,100,1000,0.001,0.9,83.0,24
415,100,1000,0.001,0.9,87.0,25
416,100,1000,0.001,0.9,81.0,26
417,100,1000,0.001,0.9,82.0,27
418,100,1000,0.001,0.9,86.0,28
419,100,1000,0.001,0.9,79.0,29
420,100,1000,0.001,0.95,80.0,0
421,100,1000,0.001,0.95,81.0,1
422,100,1000,0.001,0.95,83.0,2
423,100,1000,0.001,0.95,80.0,3
424,100,1000,0.001,0.95,84.0,4
425,100,1000,0.001,0.95,79.0,5
426,100,1000,0.001,0.95,81.0,6
427,100,1000,0.001,0.95,79.0,7
428,100,1000,0.001,0.95,87.0,8
429,100,1000,0.001,0.95,82.0,9
430,100,1000,0.001,0.95,84.0,10
431,100,1000,0.001,0.95,86.0,11
432,100,1000,0.001,0.95,82.0,12
433,100,1000,0.001,0.95,79.0,13
434,100,1000,0.001,0.95,86.0,14
435,100,1000,0.001,0.95,80.0,15
436,100,1000,0.001,0.95,85.0,16
437,100,1000,0.001,0.95,82.0,17
438,100,1000,0.001,0.95,81.0,18
439,100,1000,0.001,0.95,81.0,19
440,100,1000,0.001,0.95,83.0,20
441,100,1000,0.001,0.95,81.0,21
442,100,1000,0.001,0.95,79.0,22
443,100,1000,0.001,0.95,81.0,23
444,100,1000,0.001,0.95,83.0,24
445,100,1000,0.001,0.95,81.0,25
446,100,1000,0.001,0.95,80.0,26
447,100,1000,0.001,0.95,80.0,27
448,100,1000,0.001,0.95,82.0,28
449,100,1000,0.001,0.95,82.0,29
450,100,1000,0.0005,0.6,80.0,0
451,100,1000,0.0005,0.6,81.0,1
452,100,1000,0.0005,0.6,76.0,2
453,100,1000,0.0005,0.6,75.0,3
454,100,1000,0.0005,0.6,86.0,4
455,100,1000,0.0005,0.6,80.0,5
456,100,1000,0.0005,0.6,80.0,6
457,100,1000,0.0005,0.6,78.0,7
458,100,1000,0.0005,0.6,80.0,8
459,100,1000,0.0005,0.6,80.0,9
460,100,1000,0.0005,0.6,81.0,10
461,100,1000,0.0005,0.6,78.0,11
462,100,1000,0.0005,0.6,78.0,12
463,100,1000,0.0005,0.6,77.0,13
464,100,1000,0.0005,0.6,77.0,14
465,100,1000,0.0005,0.6,77.0,15
466,100,1000,0.0005,0.6,82.0,16
467,100,1000,0.0005,0.6,78.0,17
468,100,1000,0.0005,0.6,78.0,18
469,100,1000,0.0005,0.6,82.0,19
470,100,1000,0.0005,0.6,80.0,20
471,100,1000,0.0005,0.6,79.0,21
472,100,1000,0.0005,0.6,78.0,22
473,100,1000,0.0005,0.6,83.0,23
474,100,1000,0.0005,0.6,78.0,24
475,100,1000,0.0005,0.6,76.0,25
476,100,1000,0.0005,0.6,77.0,26
477,100,1000,0.0005,0.6,78.0,27
478,100,1000,0.0005,0.6,76.0,28
479,100,1000,0.0005,0.6,75.0,29
480,100,1000,0.0005,0.7,80.0,0
481,100,1000,0.0005,0.7,80.0,1
482,100,1000,0.0005,0.7,81.0,2
483,100,1000,0.0005,0.7,78.0,3
484,100,1000,0.0005,0.7,80.0,4
485,100,1000,0.0005,0.7,80.0,5
486,100,1000,0.0005,0.7,79.0,6
487,100,1000,0.0005,0.7,78.0,7
488,100,1000,0.0005,0.7,80.0,8
489,100,1000,0.0005,0.7,82.0,9
490,100,1000,0.0005,0.7,82.0,10
491,100,1000,0.0005,0.7,83.0,11
492,100,1000,0.0005,0.7,81.0,12
493,100,1000,0.0005,0.7,81.0,13
494,100,1000,0.0005,0.7,75.0,14
495,100,1000,0.0005,0.7,82.0,15
496,100,1000,0.0005,0.7,78.0,16
497,100,1000,0.0005,0.7,84.0,17
498,100,1000,0.0005,0.7,84.0,18
499,100,1000,0.0005,0.7,81.0,19
500,100,1000,0.0005,0.7,74.0,20
501,100,1000,0.0005,0.7,76.0,21
502,100,1000,0.0005,0.7,79.0,22
503,100,1000,0.0005,0.7,83.0,23
504,100,1000,0.0005,0.7,79.0,24
505,100,1000,0.0005,0.7,78.0,25
506,100,1000,0.0005,0.7,82.0,26
507,100,1000,0.0005,0.7,79.0,27
508,100,1000,0.0005,0.7,77.0,28
509,100,1000,0.0005,0.7,81.0,29
510,100,1000,0.0005,0.8,78.0,0
511,100,1000,0.0005,0.8,82.0,1
512,100,1000,0.0005,0.8,85.0,2
513,100,1000,0.0005,0.8,79.0,3
514,100,1000,0.0005,0.8,81.0,4
515,100,1000,0.0005,0.8,79.0,5
516,100,1000,0.0005,0.8,77.0,6
517,100,1000,0.0005,0.8,79.0,7
518,100,1000,0.0005,0.8,81.0,8
519,100,1000,0.0005,0.8,79.0,9
520,100,1000,0.0005,0.8,81.0,10
521,100,1000,0.0005,0.8,83.0,11
522,100,1000,0.0005,0.8,85.0,12
523,100,1000,0.0005,0.8,79.0,13
524,100,1000,0.0005,0.8,81.0,14
525,100,1000,0.0005,0.8,80.0,15
526,100,1000,0.0005,0.8,79.0,16
527,100,1000,0.0005,0.8,83.0,17
528,100,1000,0.0005,0.8,82.0,18
529,100,1000,0.0005,0.8,79.0,19
530,100,1000,0.0005,0.8,83.0,20
531,100,1000,0.0005,0.8,79.0,21
532,100,1000,0.0005,0.8,79.0,22
533,100,1000,0.0005,0.8,78.0,23
534,100,1000,0.0005,0.8,83.0,24
535,100,1000,0.0005,0.8,83.0,25
536,100,1000,0.0005,0.8,79.0,26
537,100,1000,0.0005,0.8,82.0,27
538,100,1000,0.0005,0.8,79.0,28
539,100,1000,0.0005,0.8,82.0,29
540,100,1000,0.0005,0.9,80.0,0
541,100,1000,0.0005,0.9,83.0,1
542,100,1000,0.0005,0.9,85.0,2
543,100,1000,0.0005,0.9,85.0,3
544,100,1000,0.0005,0.9,83.0,4
545,100,1000,0.0005,0.9,84.0,5
546,100,1000,0.0005,0.9,80.0,6
547,100,1000,0.0005,0.9,81.0,7
548,100,1000,0.0005,0.9,81.0,8
549,100,1000,0.0005,0.9,86.0,9
550,100,1000,0.0005,0.9,81.0,10
551,100,1000,0.0005,0.9,88.0,11
552,100,1000,0.0005,0.9,80.0,12
553,100,1000,0.0005,0.9,84.0,13
554,100,1000,0.0005,0.9,81.0,14
555,100,1000,0.0005,0.9,78.0,15
556,100,1000,0.0005,0.9,86.0,16
557,100,1000,0.0005,0.9,84.0,17
558,100,1000,0.0005,0.9,78.0,18
559,100,1000,0.0005,0.9,82.0,19
560,100,1000,0.0005,0.9,78.0,20
561,100,1000,0.0005,0.9,79.0,21
562,100,1000,0.0005,0.9,83.0,22
563,100,1000,0.0005,0.9,82.0,23
564,100,1000,0.0005,0.9,86.0,24
565,100,1000,0.0005,0.9,82.0,25
566,100,1000,0.0005,0.9,80.0,26
567,100,1000,0.0005,0.9,82.0,27
568,100,1000,0.0005,0.9,82.0,28
569,100,1000,0.0005,0.9,81.0,29
570,100,1000,0.0005,0.95,80.0,0
571,100,1000,0.0005,0.95,83.0,1
572,100,1000,0.0005,0.95,79.0,2
573,100,1000,0.0005,0.95,83.0,3
574,100,1000,0.0005,0.95,82.0,4
575,100,1000,0.0005,0.95,80.0,5
576,100,1000,0.0005,0.95,81.0,6
577,100,1000,0.0005,0.95,83.0,7
578,100,1000,0.0005,0.95,78.0,8
579,100,1000,0.0005,0.95,84.0,9
580,100,1000,0.0005,0.95,83.0,10
581,100,1000,0.0005,0.95,82.0,11
582,100,1000,0.0005,0.95,79.0,12
583,100,1000,0.0005,0.95,83.0,13
584,100,1000,0.0005,0.95,78.0,14
585,100,1000,0.0005,0.95,80.0,15
586,100,1000,0.0005,0.95,84.0,16
587,100,1000,0.0005,0.95,83.0,17
588,100,1000,0.0005,0.95,85.0,18
589,100,1000,0.0005,0.95,82.0,19
590,100,1000,0.0005,0.95,82.0,20
591,100,1000,0.0005,0.95,82.0,21
592,100,1000,0.0005,0.95,81.0,22
593,100,1000,0.0005,0.95,81.0,23
594,100,1000,0.0005,0.95,82.0,24
595,100,1000,0.0005,0.95,84.0,25
596,100,1000,0.0005,0.95,80.0,26
597,100,1000,0.0005,0.95,84.0,27
598,100,1000,0.0005,0.95,80.0,28
599,100,1000,0.0005,0.95,83.0,29
600,100,1000,0.0001,0.6,81.0,0
601,100,1000,0.0001,0.6,75.0,1
602,100,1000,0.0001,0.6,77.0,2
603,100,1000,0.0001,0.6,79.0,3
604,100,1000,0.0001,0.6,76.0,4
605,100,1000,0.0001,0.6,78.0,5
606,100,1000,0.0001,0.6,75.0,6
607,100,1000,0.0001,0.6,79.0,7
608,100,1000,0.0001,0.6,79.0,8
609,100,1000,0.0001,0.6,78.0,9
610,100,1000,0.0001,0.6,77.0,10
611,100,1000,0.0001,0.6,77.0,11
612,100,1000,0.0001,0.6,75.0,12
613,100,1000,0.0001,0.6,76.0,13
614,100,1000,0.0001,0.6,78.0,14
615,100,1000,0.0001,0.6,79.0,15
616,100,1000,0.0001,0.6,75.0,16
617,100,1000,0.0001,0.6,74.0,17
618,100,1000,0.0001,0.6,79.0,18
619,100,1000,0.0001,0.6,76.0,19
620,100,1000,0.0001,0.6,76.0,20
621,100,1000,0.0001,0.6,78.0,21
622,100,1000,0.0001,0.6,77.0,22
623,100,1000,0.0001,0.6,74.0,23
624,100,1000,0.0001,0.6,79.0,24
625,100,1000,0.0001,0.6,77.0,25
626,100,1000,0.0001,0.6,79.0,26
627,100,1000,0.0001,0.6,77.0,27
628,100,1000,0.0001,0.6,73.0,28
629,100,1000,0.0001,0.6,76.0,29
630,100,1000,0.0001,0.7,82.0,0
631,100,1000,0.0001,0.7,75.0,1
632,100,1000,0.0001,0.7,82.0,2
633,100,1000,0.0001,0.7,78.0,3
634,100,1000,0.0001,0.7,80.0,4
635,100,1000,0.0001,0.7,80.0,5
636,100,1000,0.0001,0.7,79.0,6
637,100,1000,0.0001,0.7,79.0,7
638,100,1000,0.0001,0.7,77.0,8
639,100,1000,0.0001,0.7,86.0,9
640,100,1000,0.0001,0.7,77.0,10
641,100,1000,0.0001,0.7,81.0,11
642,100,1000,0.0001,0.7,80.0,12
643,100,1000,0.0001,0.7,74.0,13
644,100,1000,0.0001,0.7,78.0,14
645,100,1000,0.0001,0.7,81.0,15
646,100,1000,0.0001,0.7,77.0,16
647,100,1000,0.0001,0.7,81.0,17
648,100,1000,0.0001,0.7,77.0,18
649,100,1000,0.0001,0.7,81.0,19
650,100,1000,0.0001,0.7,80.0,20
651,100,1000,0.0001,0.7,77.0,21
652,100,1000,0.0001,0.7,83.0,22
653,100,1000,0.0001,0.7,83.0,23
